Goodpaster, Edwin W.;;;;;;;;;;Vie professionnelle | Time Magazine
Matamoro, Blas;;;;;;;;;;Vie professionnelle | ?ditions Carib?ennes
Ricci, Julio;;;;;;;;;;Vie professionnelle
Verani, Hugo J;;;;;;;;;;Vie professionnelle
Froldi, Rinaldo;;;;;;;;;;Vie professionnelle | CELCIRP (Centro de Estudios de Literaturas y Civilizaciones del R?o de la Plata)
Pym, Anthony;;;;;;;;;;Vie professionnelle
Zlotchew, Clark M. ;Ricci, Julio;;;;;;;;;Vie professionnelle
Sechi, Maria;;;;;;;;;;Vie professionnelle
Minc, Rose ;McDuffie, Keith;;;;;;;;;"Vie professionnelle | ""De la historia a la ficci?n : mito y utop?a de la Ciuudad de los C?sares"""
Tovar, Francisco;;;;;;;;;;Vie personnelle | Vie professionnelle
Sechi, Maria;;;;;;;;;;Vie personnelle | Famille
Weinberg, F?lix;;;;;;;;;;Vie professionnelle
Verani, Hugo J;;;;;;;;;;Vie professionnelle
Martinez Penino, Carlos;;;;;;;;;;Vie professionnelle
Chib?n, Alicia;;;;;;;;;;Vie personnelle
Chib?n, Alicia;;;;;;;;;;Vie professionnelle
Giardinelli, Mempo;;;;;;;;;;Vie professionnelle | Vie personnelle
Avni, Haim;;;;;;;;;;Vie professionnelle | Revista Iberoamericana
Rohan-Chabot, Marie de;;;;;;;;;;"Vie professionnelle | ""El para?so de la reina Mar?a Julia"" | Premio Herralde de Novela"
Ricci, Julio;;;;;;;;;;Vie professionnelle
Haedo de Amorim, Esther;;;;;;;;;;"Vie professionnelle | ""El para?so de la reina Mar?a Julia"""
Giovanetti Viola, Hugo;;;;;;;;;;"Vie professionnelle | ""Con acento extranjero"""
Rohan-Chabot, Marie de;;;;;;;;;;Vie professionnelle | XXVII Congreso Instituto Internacional de Literatura Iberoamericana
Pizarro, Ana;;;;;;;;;;Vie professionnelle | Conference Bologna, Italian Culture and Modern Literature
Tovar, Francisco;;;;;;;;;;Vie professionnelle | Simposio Internacional sobre Sarmiento
Henr?quez, Santiago;;;;;;;;;;Vie professionnelle
Gubler, Ruth;;;;;;;;;;Vie professionnelle | Vie personnelle
Fierro, Enrique;;;;;;;;;;Vie professionnelle
Brody, Robert;;;;;;;;;;Vie professionnelle
Banco Sudameris;;;;;;;;;;Vie professionnelle | XXVI Congreso del instituto Internacional de Literatura Iberoamericana
Barrera, Ernesto M;;;;;;;;;;Vie professionnelle | Vie personnelle
Sosnowski, Sa?l;;;;;;;;;;Vie professionnelle | XVII Congr?s de l?IILI (Instituto Internacional de Literatura Iberoamericana).
Santana, Abel V;;;;;;;;;;Vie professionnelle
Sechi, Maria;;;;;;;;;;Vie professionnelle
Timossi, Jorge;;;;;;;;;;Vie professionnelle
Segala, Amos;;;;;;;;;;Vie professionnelle
Rojo, Roberto;;;;;;;;;;Vie professionnelle
Gerendas, Judit;;;;;;;;;;Vie professionnelle | Vie personnelle
Pizarro, Ana;;;;;;;;;;Vie professionnelle
Posse, Abel;;;;;;;;;;Vie professionnelle
Cruz, Jorge;;;;;;;;;;Vie professionnelle
Dessein, Daniel Alberto;;;;;;;;;;Vie professionnelle
Gimeno, Miguel Angel;;;;;;;;;;Vie professionnelle
Froldi, Rinaldo;;;;;;;;;;Vie professionnelle
L?pez-Morillas, Juan;;;;;;;;;;Vie professionnelle
Fierro, Enrique;;;;;;;;;;Vie professionnelle
Rexach, Rosario;;;;;;;;;;Vie professionnelle | ICI (Instituto de Cooperaci?n Iberoamericana) | Cuadernos Hispanoamericanos
M?rquez Rodriguez, Alexis;;;;;;;;;;Vie professionnelle | ICI (Instituto de Cooperaci?n Iberoamericana) | Cuadernos Hispanoamericanos
Perassi, Emilia;;;;;;;;;;Vie personnelle | Vie professionnelle
Mose, Ken;;;;;;;;;;Vie professionnelle
Andrade, Elba;;;;;;;;;;Vie professionnelle
Legido, Juan Carlos;;;;;;;;;;Vie professionnelle
Cerutti Guldberg, Horacio;;;;;;;;;;Vie professionnelle
Chang-Rodr?guez, Raquel ;Beer, Gabriela de;;;;;;;;;Vie personnelle | Vie professionnelle
Colombres, Adolfo;;;;;;;;;;Vie professionnelle | Instituto Internacional de Literatura Iberoamericana | Revista Iberoamericana
Angeles, Jos?;;;;;;;;;;Vie professionnelle
Sechi, Maria;;;;;;;;;;Vie professionnelle
Brody, Robert;;;;;;;;;;Vie professionnelle
Sechi, Maria;;;;;;;;;;Vie professionnelle
L?pez, ?ngel;;;;;;;;;;Vie professionnelle | Simposio Internacional sobre Sarmiento
Gonz?lez Reimers, Ana Luisa;;;;;;;;;;Vie professionnelle
Leenhardt, Jacques;;;;;;;;;;Vie personnelle
Chib?n, Alicia;;;;;;;;;;Vie professionnelle
Gimeno, Miguel Angel;;;;;;;;;;Vie professionnelle
Le?n, Olver Gilberto de;;;;;;;;;;Vie professionnelle
Barrientos, Juan Jos?;;;;;;;;;;Vie personnelle
Pizarro, Ana;;;;;;;;;;Vie professionnelle
Roggiano, Alfredo A;;;;;;;;;;Vie professionnelle
Penco, Wilfredo;;;;;;;;;;Vie personnelle | Vie professionnelle
Block de Behar, Lisa;;;;;;;;;;Vie professionnelle
Pons, Carina;;;;;;;;;;Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie professionnelle
A?nsa, Fernando;;;;;;;;;;Vie professionnelle
Pollmann, Leo;;;;;;;;;;Vie professionnelle
Garc?a Robles, Hugo;;;;;;;;;;Vie professionnelle
Fierro, Enrique ;Vitale, Ida;;;;;;;;;Vie professionnelle
P?rtl, Klaus;;;;;;;;;;Vie professionnelle
Flawi? de Fern?ndez, Nilda Mar?a;;;;;;;;;;Vie professionnelle | Vie personnelle
Perera San Mart?n, Nicasio;;;;;;;;;;Vie professionnelle | Vie personnelle
Finzi, Paolo;;;;;;;;;;Vie professionnelle
Giardinelli, Mempo;;;;;;;;;;Vie professionnelle | Premio de Historia del Concurso Literario 1988
San Jos? Lera, Javier;;;;;;;;;;Vie professionnelle
Gimeno, Miguel Angel;;;;;;;;;;Vie professionnelle
L?pez-Morillas, Juan;;;;;;;;;;Vie professionnelle | Premio de Historia del Concurso Literario 1988
Cerutti Guldberg, Horacio;;;;;;;;;;"Vie professionnelle | ""D?ici et de l?-bas"""
Echavarr?a, Arturo;;;;;;;;;;Vie professionnelle
Andrade, Elba;;;;;;;;;;Vie professionnelle
Llarenc, Alicia;;;;;;;;;;Vie professionnelle
Pons, Carina;;;;;;;;;;Vie professionnelle
Fierro, Enrique;;;;;;;;;;Vie professionnelle
Legido, Juan Carlos;;;;;;;;;;Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie professionnelle
Lenz, Albert;;;;;;;;;;Vie professionnelle
Gonz?lez Reimers, Ana Luisa;;;;;;;;;;Vie professionnelle
Gonz?lez Reimers, Ana Luisa;;;;;;;;;;Vie professionnelle
Giardinelli, Mempo;;;;;;;;;;Vie professionnelle
Fierro, Enrique ;Vitale, Ida;;;;;;;;;Vie professionnelle
Legido, Juan Carlos;;;;;;;;;;Vie professionnelle
Rexach, Rosario;;;;;;;;;;Vie personnelle
Mora de Fruchtbaum, Gabriela;;;;;;;;;;Vie personnelle
Rodr?guez Juli?, Edgardo;;;;;;;;;;Vie professionnelle
Echavarr?a, Arturo;;;;;;;;;;Vie personnelle
Rexach, Rosario;;;;;;;;;;Vie professionnelle
Radio France ? Direction de France Culture;;;;;;;;;;Vie professionnelle | Vie personnelle
M?rquez Rodriguez, Alexis;;;;;;;;;;Vie professionnelle
Rojo, Roberto;;;;;;;;;;Vie professionnelle
Rexach, Rosario;;;;;;;;;;Vie professionnelle
Santiago Santana, Miguel;;;;;;;;;;Vie professionnelle | Vie personnelle
Ricci, Julio;;;;;;;;;;Vie professionnelle
Soria, Giuliano;;;;;;;;;;Vie professionnelle | XXVI Congreso del instituto Internacional de Literatura Iberoamericana
P?rtl, Klaus;;;;;;;;;;Vie professionnelle
Fierro, Enrique ;Vitale, Ida;;;;;;;;;Vie personnelle
Matamoro, Blas;;;;;;;;;;Vie professionnelle
Ediciones Hispano-americanas;;;;;;;;;;Vie professionnelle
Uchmany, Eva Alexandra;;;;;;;;;;Vie professionnelle
Abell?n, Jos? Luis;;;;;;;;;;Vie professionnelle
Legido, Juan Carlos;;;;;;;;;;Vie professionnelle
Rodr?guez Juli?, Edgardo;;;;;;;;;;Vie professionnelle
Weinberg, Liliana;;;;;;;;;;Vie professionnelle | III Semana de la Literatura Hispanoam?ricana
Rexach, Rosario;;;;;;;;;;Vie professionnelle
Miranda, ?lvaro;;;;;;;;;;Vie personnelle
Peri Rossi, Cristina;;;;;;;;;;Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie personnelle
Haedo de Amorim, Esther;;;;;;;;;;Vie professionnelle
Carson, Tarik;;;;;;;;;;Vie personnelle
Castro, Bel?n;;;;;;;;;;Vie professionnelle
Sosnowski, Sa?l;;;;;;;;;;Vie professionnelle
Garc?a Robles, Hugo;;;;;;;;;;Vie professionnelle
Verani, Hugo J;;;;;;;;;;Vie professionnelle | Vie personnelle
Haedo de Amorim, Esther;;;;;;;;;;Vie professionnelle
Zavalia de Novillo, Mar?a Elvira;;;;;;;;;;Vie personnelle
Roggiano, Alfredo A;;;;;;;;;;Vie professionnelle | Vie personnelle
Cerutti Guldberg, Horacio;;;;;;;;;;Vie professionnelle
Rela, Walter;;;;;;;;;;Vie professionnelle | Vie personnelle
Pizarro, Ana;;;;;;;;;;Vie professionnelle
Rexach, Rosario;;;;;;;;;;Vie professionnelle | III Congreso Internacional del CELCIRP
Ricci, Julio;;;;;;;;;;Vie professionnelle
Roggiano, Alfredo A;;;;;;;;;;Vie personnelle | Vie professionnelle
Vazquez Gazzano, Luis;;;;;;;;;;Vie personnelle
Oliveira Bugallo, Jos?;;;;;;;;;;Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie personnelle | Vie professionnelle
Pollmann, Leo;;;;;;;;;;Vie professionnelle
Chib?n, Alicia;;;;;;;;;;Vie personnelle
Mora de Fruchtbaum, Gabriela;;;;;;;;;;Vie professionnelle | Revista Puro Cuento
Penco, Wilfredo;;;;;;;;;;Vie professionnelle
M?rquez Rodriguez, Alexis;;;;;;;;;;Vie professionnelle
Barrientos, Juan Jos?;;;;;;;;;;Vie professionnelle
Oliveira Bugallo, Jos?;;;;;;;;;;Vie professionnelle
Pizarro, Ana;;;;;;;;;;Vie professionnelle
P?rez Stansfield, Pilar;;;;;;;;;;Vie professionnelle
Ruiz Barrionuevo, Carmen;;;;;;;;;;Vie professionnelle
Giovanetti Viola, Hugo;;;;;;;;;;Vie professionnelle
Legido, Juan Carlos;;;;;;;;;;Vie personnelle
Sechi, Maria;;;;;;;;;;Vie professionnelle
Chang-Rodr?guez, Raquel;;;;;;;;;;Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie professionnelle
Depestre Jean, Micha?lle;;;;;;;;;;Vie professionnelle
Sanguinetti, Julio Mar?a;;;;;;;;;;Vie professionnelle
Echavarr?a, Arturo;;;;;;;;;;Vie professionnelle | Vie personnelle
Fierro, Enrique;;;;;;;;;;Vie professionnelle
Mel?ndez P?ez, Pedro ;Jordan, Isolde;;;;;;;;;Vie professionnelle
Le?n, Olver Gilberto de;;;;;;;;;;Vie personnelle
Tovar, Francisco;;;;;;;;;;Vie personnelle | Vie professionnelle
Rexach, Rosario;;;;;;;;;;Vie personnelle | Vie professionnelle
Onetti, Juan Carlos;;;;;;;;;;Vie professionnelle
Gabarr?s Cardona, Ramon;;;;;;;;;;Vie professionnelle | III Semana de la Literatura Hispanoam?ricana
Fierro, Enrique;;;;;;;;;;Vie personnelle | Vie professionnelle
Espina, Graziela;;;;;;;;;;Vie professionnelle | Revista Puro Cuento
S?inz de Medrano, Luis;;;;;;;;;;Vie personnelle
Casa de las Americas ? Biblioteca Latinoamericana;;;;;;;;;;Vie personnelle | Vie professionnelle
Schwartz, Marcy E.;;;;;;;;;;Vie personnelle | Vie professionnelle
Legido, Juan Carlos;;;;;;;;;;Vie personnelle | Vie professionnelle
Edinor SRL;;;;;;;;;;Vie professionnelle
Creagh, Ronald;;;;;;;;;;Vie personnelle | Vie professionnelle
Mel?ndez P?ez, Pedro;;;;;;;;;;Vie professionnelle
Kuntz, Amy C;;;;;;;;;;Vie personnelle | Vie professionnelle
Milhou, Alain;;;;;;;;;;Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie professionnelle
Le?n, Olver Gilberto de;;;;;;;;;;Vie professionnelle
Ricci Della Grisa, Graciela N.;;;;;;;;;;Vie professionnelle
Loustaunau, Fernando;;;;;;;;;;Vie professionnelle | Vie personnelle
Garc?a Mouton, Pilar;;;;;;;;;;Vie professionnelle | Primer Encuentro Internacional sobre el Pensamiento de Eugenio Mar?a de Hostos
Rodr?guez Juli?, Edgardo;;;;;;;;;;Vie personnelle | Vie professionnelle
Dur?n Luzio, Juan;;;;;;;;;;Vie professionnelle
Kazanlar, Emile;;;;;;;;;;Vie professionnelle | Asociaci?n Internacional de Hispanistas
Mayor, Federico;;;;;;;;;;Vie personnelle | Vie professionnelle
A?nsa, Fernando;;;;;;;;;;Vie professionnelle | Cuadernos Hispanoamericanos
Milhou, Alain;;;;;;;;;;Vie professionnelle
Menton, Seymour;;;;;;;;;;Vie personnelle | Vie professionnelle
Robles, Humberto E.;;;;;;;;;;Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie professionnelle
Loustaunau, Fernando;;;;;;;;;;Vie personnelle | Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie professionnelle
Segala, Amos;;;;;;;;;;Vie professionnelle
 ;;;;;;;;;;Vie personnelle
Ricci Della Grisa, Graciela N.;;;;;;;;;;Vie professionnelle
Verdevoye, Paul ;Verdevoye Sof?a;;;;;;;;;Vie professionnelle
de Vries, Sjoerd;;;;;;;;;;Vie personnelle | Vie professionnelle
Edinor SRL;;;;;;;;;;Vie personnelle
Ricci, Julio;;;;;;;;;;Vie personnelle | Vie professionnelle
Castillo de Berchenko, Adriana;;;;;;;;;;Vie professionnelle
Legido, Juan Carlos;;;;;;;;;;Vie professionnelle
Loustaunau, Fernando;;;;;;;;;;Vie personnelle
Fierro, Enrique;;;;;;;;;;Vie personnelle | Vie professionnelle
Portella, Eduardo;;;;;;;;;;Vie professionnelle
Fierro, Enrique;;;;;;;;;;Vie professionnelle | Editorial Laia, S.A.
Fierro, Enrique ;Vitale, Ida;;;;;;;;;Vie personnelle
 ;;;;;;;;;;Vie professionnelle
Mayor, Federico;;;;;;;;;;Vie personnelle | Vie professionnelle
Chanady, Amaryll Beatrice;;;;;;;;;;Vie professionnelle
Moreno Pereira, Marquita;;;;;;;;;;Vie professionnelle
Mariel Erostarbe, Juan Alberto;;;;;;;;;;Vie professionnelle
Haedo de Amorim, Esther;;;;;;;;;;Vie personnelle | Vie professionnelle
Moussong, Lazlo;;;;;;;;;;Vie professionnelle
Fleming, Leonor;;;;;;;;;;Vie professionnelle
A?nsa, Fernando;;;;;;;;;;Vie personnelle
A?nsa, Fernando;;;;;;;;;;Vie professionnelle
Mora, Carmen de;;;;;;;;;;Vie professionnelle
Mora, Carmen de;;;;;;;;;;Vie professionnelle
Mora, Carmen de;;;;;;;;;;Vie professionnelle
Sosnowski, Sa?l;;;;;;;;;;Vie professionnelle
Ricci, Julio;;;;;;;;;;Vie personnelle | Vie professionnelle
Portella, Eduardo;;;;;;;;;;Vie professionnelle
A?nsa, Fernando;;;;;;;;;;Vie personnelle
Mayor, Federico;;;;;;;;;;Vie personnelle
Ponce, Galo;;;;;;;;;;Vie personnelle | Vie professionnelle
Olivera, Bel?n;;;;;;;;;;Vie professionnelle
Ch?nieux-Gendron, Jacqueline ;Lefort, Daniel;Rivas, Pierre;;;;;;;;Vie personnelle | Vie professionnelle
Olivera, Bel?n;;;;;;;;;;Vie personnelle | Vie professionnelle
A?nsa, Fernando;;;;;;;;;;Vie professionnelle
Urrutia, Bel?n;;;;;;;;;;Vie professionnelle
Alianza Editorial S/A ;Guilloux, B;Adlung, Susanne;;;;;;;;Vie personnelle | Vie professionnelle
Urrutia, Bel?n;;;;;;;;;;Vie personnelle | Vie professionnelle
Sevilla Soler, Rosario;;;;;;;;;;Vie personnelle | Vie professionnelle
Ch?nieux-Gendron, Jacqueline;;;;;;;;;;Vie personnelle | Vie professionnelle
Urrutia, Bel?n;;;;;;;;;;Vie personnelle | Vie professionnelle
A?nsa, Fernando;;;;;;;;;;Vie professionnelle
Ponce, Galo;;;;;;;;;;Vie professionnelle | Vie personnelle
Corral Beltr?n, Milagros del;;;;;;;;;;Vie personnelle
Lopes, Henri;;;;;;;;;;Vie professionnelle
Dur?n-Loriga, Juan;;;;;;;;;;Vie personnelle | Vie professionnelle
Varela, Consuelo;;;;;;;;;;Vie professionnelle | Vie personnelle
Ponce, Galo;;;;;;;;;;Vie personnelle
Ponce, Galo;;;;;;;;;;Vie professionnelle
Varela, Consuelo;;;;;;;;;;Vie professionnelle
Dem?las, Mme;;;;;;;;;;Vie professionnelle
Varela, Consuelo;;;;;;;;;;Vie professionnelle
Ponce, Galo;;;;;;;;;;Vie personnelle
Par?s i Maicas, Manuel ;A?nsa, Fernando;;;;;;;;;Vie professionnelle
Ponce, Galo;;;;;;;;;;Vie professionnelle
Mayor, Federico;;;;;;;;;;Vie personnelle
Ponce, Galo;;;;;;;;;;Vie professionnelle
Haulot, Arthur;;;;;;;;;;Vie professionnelle
Sanguinetti, Julio Mar?a;;;;;;;;;;Vie professionnelle
Mayor, Federico;;;;;;;;;;Vie professionnelle
Tacar, Pulat;;;;;;;;;;Vie professionnelle
Iacometti, Enrico ;A?nsa, Fernando;;;;;;;;;Vie personnelle | Vie professionnelle
A?nsa, Fernando;;;;;;;;;;Vie professionnelle
Mayor, Federico;;;;;;;;;;Vie personnelle | Vie professionnelle
Morina, Mimmo;;;;;;;;;;Vie professionnelle
Fuentes, Carlos;;;;;;;;;;Vie professionnelle
S?nchez, N?stor;;;;;;;;;;Vie professionnelle
Su?rez, Rub?n;;;;;;;;;;Vie professionnelle
Ortega, Julio;;;;;;;;;;Vie professionnelle
Nicchi, Ubaldo;;;;;;;;;;Vie professionnelle | Vie personnelle
Rosenblat, ?ngel;;;;;;;;;;Vie professionnelle
Costa Viva, Olga;;;;;;;;;;Vie professionnelle
Arango, Manuel Antonio L;;;;;;;;;;Vie personnelle
Gudi?o Kieffer, Eduardo;;;;;;;;;;Vie professionnelle
Lagmanovich, David;;;;;;;;;;Vie professionnelle
Rodr?guez Monegal, Emir;;;;;;;;;;Vie professionnelle
Bullrich, Silvina;;;;;;;;;;Vie professionnelle
Manguel, Alberto;;;;;;;;;;Vie professionnelle
Ruffinelli, Jorge;;;;;;;;;;Vie personnelle
Pereda, Rosa Mar?a;;;;;;;;;;Vie professionnelle | UNESCO
Anitua, Jorge;;;;;;;;;;Vie professionnelle
Maturo, Graciela;;;;;;;;;;Vie professionnelle
Leiva, ?ngel;;;;;;;;;;Vie professionnelle
Franco, Jean;;;;;;;;;;Vie professionnelle
Gilio, Mar?a Esther;;;;;;;;;;Vie professionnelle
Gonz?lez Santana, Joaqu?n;;;;;;;;;;Vie professionnelle | Vie personnelle
S?bato, Ernesto;;;;;;;;;;Vie professionnelle
Rodr?guez Monegal, Emir;;;;;;;;;;Vie professionnelle | Vie personnelle
Pla, Roger;;;;;;;;;;Vie personnelle
Sauvage, L?o;;;;;;;;;;Vie personnelle
Riding, Alan;;;;;;;;;;Vie professionnelle
Murray, Michele;;;;;;;;;;Vie personnelle
Larrabee Davis, Deborah;;;;;;;;;;Vie professionnelle
Prieto, Adolfo;;;;;;;;;;Vie professionnelle
Leal, Luis;;;;;;;;;;Vie professionnelle
Matas, Julio;;;;;;;;;;Vie professionnelle
Alazraki, Jaime;;;;;;;;;;Vie professionnelle | Vie personnelle
Benitez, Rub?n;;;;;;;;;;Vie professionnelle | Vie personnelle
Pokalchuk, Yuri;;;;;;;;;;Vie personnelle
Vidal, Hern?n;;;;;;;;;;Vie professionnelle | UNESCO
Sociedad Suiza de Estudios Hisp?nicos SSEH;;;;;;;;;;Vie personnelle
Bartace, Gabriela B.;;;;;;;;;;Vie personnelle
Speratti-Pi?ero, Emma Susana;;;;;;;;;;Vie personnelle
Conte, Rafael;;;;;;;;;;Vie professionnelle | UNESCO
Coust?, Alberto;;;;;;;;;;Vie professionnelle
Van Praag-Chantraine, Jacqueline;;;;;;;;;;Vie professionnelle
Valencia Goelkel, Hernando;;;;;;;;;;Vie professionnelle
Sicard, Alain;;;;;;;;;;Vie professionnelle | Vie personnelle
Allen, Richard F.;;;;;;;;;;Vie professionnelle | Vie personnelle
Valdivieso, Jaime;;;;;;;;;;Vie professionnelle
Speratti, Emma;;;;;;;;;;Vie professionnelle
Speratti, Emma;;;;;;;;;;Vie professionnelle | Vie personnelle
Campos, Haroldo de ;;;;;;;;;;Vie professionnelle
Nogueira Galv?o, Walnice;;;;;;;;;;Vie professionnelle
Lucas, F?bio;;;;;;;;;;Vie professionnelle
Schopf, Federico;;;;;;;;;;Vie professionnelle
Unseld, Siegfried;;;;;;;;;;Vie professionnelle
Durand, Jos?;;;;;;;;;;Vie professionnelle
Olaso, Ezequiel de;;;;;;;;;;Vie professionnelle | Vie personnelle
Benedetti, Mario;;;;;;;;;;Vie professionnelle | UNESCO
Peltzer, Federico;;;;;;;;;;Vie professionnelle | UNESCO
Troncone, Carlos;;;;;;;;;;Vie professionnelle | UNESCO
Chavarri, Ra?l;;;;;;;;;;Vie professionnelle | UNESCO
Podest?, Luis Ra?l;;;;;;;;;;Vie professionnelle
Gregorich, Luis;;;;;;;;;;Vie professionnelle | UNESCO
Donni de Mirande, Nelly;;;;;;;;;;Vie professionnelle
Guasta, Eugenio;;;;;;;;;;Vie professionnelle | UNESCO
Schulman, Ivan S.;;;;;;;;;;Vie professionnelle | UNESCO
Corelli, Albino D.;;;;;;;;;;Vie professionnelle | UNESCO
Barnatan, Marcos Ricardo;;;;;;;;;;Vie professionnelle | UNESCO
Lagunas, Jorge Rom?n A.;;;;;;;;;;Vie professionnelle | UNESCO
Garc?a Canclini, N?stor;;;;;;;;;;Vie professionnelle | UNESCO
L?pez Chuhurra, Osvaldo A.;;;;;;;;;;Vie professionnelle | UNESCO
Oviedo, Jos? Miguel;;;;;;;;;;Vie professionnelle | UNESCO
Bozal, Valeriano;;;;;;;;;;Vie professionnelle | UNESCO
Grande, F?lix ;Cort?zar, Julio;;;;;;;;;Vie professionnelle | UNESCO
Blanco Amor, Jos?;;;;;;;;;;Vie professionnelle | UNESCO
Trajtenber, Mario;;;;;;;;;;Vie professionnelle | UNESCO
Rein, Mercedes;;;;;;;;;;Vie professionnelle | UNESCO
Lundkvist, Artur ;Forcat, Julio;;;;;;;;;Vie professionnelle | UNESCO
Mastr?ngelo, Carlos;;;;;;;;;;Vie professionnelle | UNESCO
Cs?p, Attila;;;;;;;;;;Vie professionnelle | UNESCO
Filer, Malva;;;;;;;;;;Vie professionnelle
Silva, Clara;;;;;;;;;;Vie professionnelle
Curutchet, Juan Carlos;;;;;;;;;;Vie professionnelle | UNESCO
Campos, Jorge;;;;;;;;;;Vie professionnelle | UNESCO
Borello, Rodolfo A.;;;;;;;;;;Vie professionnelle | UNESCO
Larra, Ra?l;;;;;;;;;;Vie professionnelle | UNESCO
Roy, Joaqu?n;;;;;;;;;;Vie professionnelle | UNESCO
Grande, F?lix;;;;;;;;;;Vie professionnelle | UNESCO
Yurkievich, Sa?l;;;;;;;;;;Vie professionnelle | UNESCO
Gonz?lez, Eduardo G.;;;;;;;;;;Vie professionnelle | UNESCO
Roy, Joaqu?n;;;;;;;;;;Vie professionnelle | UNESCO
G?mez Paz, Julieta;;;;;;;;;;Vie professionnelle | UNESCO
Perrone, Alberto;;;;;;;;;;Vie professionnelle | UNESCO
Cardoso, H?ber;;;;;;;;;;Vie professionnelle | UNESCO
Murciano, Carlos;;;;;;;;;;Vie professionnelle | UNESCO
Blanco Campos, Jorge;;;;;;;;;;Literatura latinoamericana | Alejo Carpentier | Novela | Vargas Llosa
Georgescu, Paul Elexandru;;;;;;;;;;Literatura argentina | Am?rica Latina | Argentina
Oviedo, Jos? Miguel;;;;;;;;;;Literatura latinoamericana | Boom
Pereda, Rosa Mar?a;;;;;;;;;;"Literatura | Literatura argentina | Novela | ""Rayuela"""
G.P.;;;;;;;;;;Literatura latinoamericana | Boom
G.P.;;;;;;;;;;Literatura latinoamericana | Novela
Castro-Klar?n, Sara;;;;;;;;;;Literatura argentina | Novela
Portuondo, Jos? Antonio;;;;;;;;;;Literatura argentina | Cuentos | Miguel Briante
Alazraki, Jaime;;;;;;;;;;Literatura latinoamericana | Boom | Novela
Alazraki, Jaime;;;;;;;;;;Literatura latinoamericana | compromiso | Gabriel Garc?a M?rquez | Vargas Llosa
Gonz?les Vigil, Ricardo;;;;;;;;;;Literatura latinoamericana | Novela
Barrenechea, Ana Mar?a;;;;;;;;;;Literatura | Literatura latinoamericana | Literatura argentina |
Mart?nez, Tom?s Eloy;;;;;;;;;;"Literatura argentina | ""Rayuela"""
Campos, Jorge;;;;;;;;;;Literatura latinoamericana | Alfonso Reyes
Verani, Hugo J;;;;;;;;;;"Literatura latinoamericana | Cabrera Infante | Lenguaje | Novela | ""Rayuela"""
Ruffinelli, Jorge;;;;;;;;;;Otras artes | Mujica Lainez
Masoliver Rodenas, Juan Antonio;;;;;;;;;;Literatura
Alazraki, Jaime;;;;;;;;;;Literatura argentina | Gudi?o Kieffer
Alazraki, Jaime;;;;;;;;;;Literatura argentina | Abel Posse | Abelardo Arias | escritura | Silvina Bullrich
Gimelfarb, Norberto;;;;;;;;;;Literatura latinoamericana | Ecuador | Benjamin Carri?n
Echeverr?a, Carlos Francisco;;;;;;;;;;Literatura argentina | Novela
Gonz?lez Ugalde, Claudia;;;;;;;;;;Literatura latinoamericana | compromiso | Novela | renovaci?n est?tica
Monros-Stjakovic, Silvia;;;;;;;;;;Literatura argentina | Juan Carlos Martelli | Novela
Monros-Stjakovic, Silvia;;;;;;;;;;Literatura latinoamericana | Novela
Librer?a Piloto;;;;;;;;;;Literatura latinoamericana | Boom | Novela
S?nchez, N?stor;;;;;;;;;;Literatura latinoamericana | Pol?tica | Novela | vanguardias | Revoluci?n cubana
Vi?as, David;;;;;;;;;;Otras artes
Rama, ?ngel;;;;;;;;;;Literatura latinoamericana | Juan Carlos Onetti
Rosemberg, Fernando;;;;;;;;;;Literatura argentina | Otras artes | Am?rica latina | Pol?tica | cine
Elsen, Claude;;;;;;;;;;Literatura
Terramorsi, Bernard;;;;;;;;;;"Literatura latinoamericana | Novela | realidad | ""Rayuela"""
Durand, Jos?;;;;;;;;;;Literatura argentina | Abelardo Arias | Ernesto S?bato | Novela
Guerra, ?lvaro;;;;;;;;;;Literatura | Pol?tica | Revoluci?n cubana | Fidel Castro | Ernesto S?bato
Parreira Duarte, L?lia Mar?a;;;;;;;;;;Literatura latinoamericana | Pol?tica | compromiso | intelectuales | Revoluci?n cubana
Perreira, Teresinha;;;;;;;;;;Literatura latinoamericana
Reis, Roberto;;;;;;;;;;Literatura latinoamericana
Garc?a, Roberto J.;;;;;;;;;;"Literatura argentina | ""Los Premios"" | ""Rayuela"""
Gimferrer, Pedro;;;;;;;;;;Literatura latinoamericana | Cuentos
Peltzer, Federico;;;;;;;;;;Literatura argentina | Cuentos
Boldori, Rosa ;Onega, Gladys;;;;;;;;;"Literatura argentina | Cuentos | ""Final de juego"""
Boldori, Rosa;;;;;;;;;;"Literatura argentina | Escritura | juego | ""Rayuela"""
Sosnowski, Sa?l;;;;;;;;;;"Literatura latinoamericana | Fant?stico | ""Rayuela"""
